"","locus","stratum","num.genotyped","num.missing","prop.genotyped","num.alleles","allelic.richness","prop.unique.alleles","exptd.het","obsvd.het","obs_minus_exp","num.snps"
"1160","Dc10390","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1161","Dc10878","HaevoSI-Winter",3,2,0.6,2,0.666666666666667,0.333333333333333,0.533333333333333,0,0.533333333333333,1
"1162","Dc10885","HaevoSI-Winter",4,1,0.8,2,0.5,0.25,0.571428571428571,0.4,0.171428571428571,2
"1163","Dc11203","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,2
"1164","Dc11714","HaevoSI-Winter",5,0,1,2,0.4,0,0.466666666666667,0.2,0.266666666666667,1
"1165","Dc13159","HaevoSI-Winter",4,1,0.8,3,0.75,0.5,0.607142857142857,0.4,0.207142857142857,2
"1166","Dc13592","HaevoSI-Winter",5,0,1,3,0.6,0.2,0.622222222222222,0.4,0.222222222222222,2
"1167","Dc14022","HaevoSI-Winter",5,0,1,1,0.2,0,0,0,0,1
"1168","Dc14945","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1169","Dc16747","HaevoSI-Winter",4,1,0.8,2,0.5,0.25,0.535714285714286,0.6,-0.0642857142857143,1
"1170","Dc18951","HaevoSI-Winter",5,0,1,2,0.4,0,0.555555555555556,0.6,-0.0444444444444444,1
"1171","Dc20232","HaevoSI-Winter",4,1,0.8,1,0.25,0.25,0,0,0,2
"1172","Dc22883","HaevoSI-Winter",4,1,0.8,3,0.75,0.5,0.678571428571429,0.6,0.0785714285714286,2
"1173","Dc22887","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1174","Dc27955","HaevoSI-Winter",4,1,0.8,2,0.5,0.25,0.535714285714286,0.6,-0.0642857142857143,1
"1175","Dc28124","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1176","Dc28776","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.4,0.133333333333333,1
"1177","Dc30071","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.4,0.133333333333333,1
"1178","Dc31007","HaevoSI-Winter",4,1,0.8,1,0.25,0.25,0,0,0,1
"1179","Dc33714","HaevoSI-Winter",5,0,1,3,0.6,0.2,0.511111111111111,0.6,-0.0888888888888888,2
"1180","Dc33907","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,1
"1181","Dc34902","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1182","Dc35779","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1183","Dc36571","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1184","Dc36616","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.355555555555555,0,0.355555555555555,1
"1185","Dc36767","HaevoSI-Winter",4,1,0.8,2,0.5,0.25,0.428571428571429,0.4,0.0285714285714285,2
"1186","Dc40235","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,1
"1187","Dc41234","HaevoSI-Winter",3,2,0.6,3,1,0.666666666666667,0.6,0.2,0.4,2
"1188","Dc46984","HaevoSI-Winter",5,0,1,3,0.6,0.2,0.644444444444444,0.6,0.0444444444444445,2
"1189","Dc47572","HaevoSI-Winter",5,0,1,3,0.6,0.2,0.511111111111111,0.4,0.111111111111111,2
"1190","Dc47935","HaevoSI-Winter",5,0,1,4,0.8,0.2,0.777777777777778,0.8,-0.0222222222222223,3
"1191","Dc48207","HaevoSI-Winter",5,0,1,1,0.2,0,0,0,0,1
"1192","Dc48950","HaevoSI-Winter",5,0,1,3,0.6,0.4,0.377777777777778,0.4,-0.0222222222222224,2
"1193","Dc49080","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.8,-0.266666666666667,1
"1194","Dc49184","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.355555555555555,0,0.355555555555555,2
"1195","Dc51020","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,1
"1196","Dc52523","HaevoSI-Winter",5,0,1,3,0.6,0,0.688888888888889,1,-0.311111111111111,2
"1197","Dc55481","HaevoSI-Winter",4,1,0.8,2,0.5,0.5,0.25,0.2,0.05,1
"1198","Dc58248","HaevoSI-Winter",5,0,1,2,0.4,0,0.466666666666667,0.2,0.266666666666667,2
"1199","Dc62188","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.4,0.133333333333333,2
"1200","Dc67011","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1201","locus002","HaevoSI-Winter",1,4,0.2,2,2,2,1,0.2,0.8,1
"1202","locus003","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.4,0.133333333333333,1
"1203","locus004","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,1
"1204","locus005","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,1
"1205","locus006","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.355555555555555,0,0.355555555555555,1
"1206","locus008","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1207","locus013","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.355555555555555,0,0.355555555555555,1
"1208","locus014","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.4,0.133333333333333,1
"1209","locus016","HaevoSI-Winter",4,1,0.8,1,0.25,0.25,0,0,0,1
"1210","locus022","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,2
"1211","locus024","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1212","locus025","HaevoSI-Winter",4,1,0.8,2,0.5,0.25,0.535714285714286,0.2,0.335714285714286,1
"1213","locus027","HaevoSI-Winter",3,2,0.6,2,0.666666666666667,0,0.533333333333333,0.4,0.133333333333333,1
"1214","locus030","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.4,0.133333333333333,1
"1215","locus035","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1216","locus038","HaevoSI-Winter",4,1,0.8,2,0.5,0.25,0.571428571428571,0.4,0.171428571428571,1
"1217","locus039","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1218","locus040","HaevoSI-Winter",5,0,1,1,0.2,0,0,0,0,1
"1219","locus041","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1220","locus045","HaevoSI-Winter",5,0,1,2,0.4,0,0.466666666666667,0.2,0.266666666666667,2
"1221","locus047","HaevoSI-Winter",5,0,1,2,0.4,0,0.466666666666667,0.6,-0.133333333333333,1
"1222","locus048","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,1
"1223","locus053","HaevoSI-Winter",5,0,1,3,0.6,0.2,0.6,0.8,-0.2,2
"1224","locus055","HaevoSI-Winter",4,1,0.8,2,0.5,0.5,0.25,0.2,0.05,1
"1225","locus056","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1226","locus058","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.4,0.133333333333333,1
"1227","locus060","HaevoSI-Winter",5,0,1,1,0.2,0,0,0,0,1
"1228","locus061","HaevoSI-Winter",1,4,0.2,1,1,1,0,0,0,2
"1229","locus062","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.355555555555555,0,0.355555555555555,1
"1230","locus064","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1231","locus065","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,1
"1232","locus073","HaevoSI-Winter",5,0,1,2,0.4,0,0.466666666666667,0.6,-0.133333333333333,1
"1233","locus074","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1234","locus076","HaevoSI-Winter",3,2,0.6,2,0.666666666666667,0,0.6,0.6,0,1
"1235","locus077","HaevoSI-Winter",2,3,0.4,1,0.5,0,0,0,0,1
"1236","locus080","HaevoSI-Winter",3,2,0.6,2,0.666666666666667,0,0.533333333333333,0.4,0.133333333333333,1
"1237","locus083","HaevoSI-Winter",2,3,0.4,2,1,0.5,0.5,0.2,0.3,1
"1238","locus088","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1239","locus093","HaevoSI-Winter",4,1,0.8,1,0.25,0.25,0,0,0,1
"1240","locus096","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1241","locus098","HaevoSI-Winter",4,1,0.8,2,0.5,0.25,0.535714285714286,0.6,-0.0642857142857143,1
"1242","locus100","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,3
"1243","locus106","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,1
"1244","locus110","HaevoSI-Winter",0,5,0,0,NA,NA,NA,0,NA,1
"1245","locus116","HaevoSI-Winter",4,1,0.8,2,0.5,0.25,0.428571428571429,0.4,0.0285714285714285,1
"1246","locus119","HaevoSI-Winter",5,0,1,2,0.4,0,0.466666666666667,0.2,0.266666666666667,1
"1247","locus120","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.4,0.133333333333333,1
"1248","locus126","HaevoSI-Winter",1,4,0.2,1,1,1,0,0,0,1
"1249","locus128","HaevoSI-Winter",4,1,0.8,2,0.5,0.5,0.25,0.2,0.05,1
"1250","locus129","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,2
"1251","locus130","HaevoSI-Winter",1,4,0.2,1,1,1,0,0,0,1
"1252","locus134","HaevoSI-Winter",2,3,0.4,2,1,0,0.666666666666667,0.4,0.266666666666667,1
"1253","locus135","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,2
"1254","locus137","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1255","locus139","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1256","locus140","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1257","locus146","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,1
"1258","locus148","HaevoSI-Winter",5,0,1,2,0.4,0,0.466666666666667,0.6,-0.133333333333333,1
"1259","locus151","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.4,0.133333333333333,1
"1260","locus157","HaevoSI-Winter",3,2,0.6,2,0.666666666666667,0.333333333333333,0.333333333333333,0.2,0.133333333333333,1
"1261","locus161","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1262","locus165","HaevoSI-Winter",2,3,0.4,2,1,0.5,0.5,0.2,0.3,1
"1263","locus170","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.4,0.133333333333333,1
"1264","locus176","HaevoSI-Winter",2,3,0.4,2,1,0,0.666666666666667,0.4,0.266666666666667,1
"1265","locus184","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.355555555555555,0,0.355555555555555,1
"1266","locus186","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1267","locus188","HaevoSI-Winter",3,2,0.6,3,1,0.333333333333333,0.733333333333333,0.6,0.133333333333333,2
"1268","locus189","HaevoSI-Winter",4,1,0.8,2,0.5,0.25,0.535714285714286,0.2,0.335714285714286,2
"1269","locus190","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1270","locus191","HaevoSI-Winter",3,2,0.6,2,0.666666666666667,0.333333333333333,0.333333333333333,0.2,0.133333333333333,1
"1271","locus192","HaevoSI-Winter",2,3,0.4,2,1,0.5,0.5,0.2,0.3,1
"1272","locus195","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.8,-0.266666666666667,1
"1273","locus202","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.4,0.133333333333333,1
"1274","locus210","HaevoSI-Winter",1,4,0.2,2,2,2,1,0.2,0.8,1
"1275","locus215","HaevoSI-Winter",1,4,0.2,1,1,1,0,0,0,1
"1276","locus227","HaevoSI-Winter",5,0,1,1,0.2,0,0,0,0,1
"1277","locus231","HaevoSI-Winter",4,1,0.8,2,0.5,0.5,0.25,0.2,0.05,1
"1278","locus235","HaevoSI-Winter",5,0,1,2,0.4,0,0.466666666666667,0.2,0.266666666666667,1
"1279","locus236","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1280","locus237","HaevoSI-Winter",5,0,1,3,0.6,0.2,0.511111111111111,0.6,-0.0888888888888888,2
"1281","locus239","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.8,-0.266666666666667,1
"1282","locus248","HaevoSI-Winter",5,0,1,2,0.4,0,0.466666666666667,0.2,0.266666666666667,1
"1283","locus255","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1284","locus256","HaevoSI-Winter",4,1,0.8,2,0.5,0.25,0.571428571428571,0.4,0.171428571428571,1
"1285","locus263","HaevoSI-Winter",5,0,1,1,0.2,0,0,0,0,1
"1286","locus264","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,1
"1287","locus274","HaevoSI-Winter",4,1,0.8,2,0.5,0.25,0.571428571428571,0.8,-0.228571428571429,1
"1288","locus280","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1289","locus282","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.355555555555555,0,0.355555555555555,1
"1290","locus286","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,1
"1291","locus291","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,2
"1292","locus292","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.4,0.133333333333333,1
"1293","locus296","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1294","locus301","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.8,-0.266666666666667,1
"1295","locus314","HaevoSI-Winter",3,2,0.6,2,0.666666666666667,0,0.533333333333333,0.4,0.133333333333333,1
"1296","locus321","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,1
"1297","locus322","HaevoSI-Winter",5,0,1,2,0.4,0,0.555555555555556,0.2,0.355555555555556,1
"1298","locus323","HaevoSI-Winter",5,0,1,2,0.4,0,0.466666666666667,0.6,-0.133333333333333,1
"1299","locus329","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.8,-0.266666666666667,1
"1300","locus332","HaevoSI-Winter",5,0,1,2,0.4,0.2,0.2,0.2,-8.32667268468867e-17,1
"1301","locus349","HaevoSI-Winter",1,4,0.2,2,2,2,1,0.2,0.8,1
"1302","locus358","HaevoSI-Winter",5,0,1,2,0.4,0,0.555555555555556,0.2,0.355555555555556,1
"1303","locus359","HaevoSI-Winter",5,0,1,2,0.4,0,0.466666666666667,0.6,-0.133333333333333,1
"1304","locus360","HaevoSI-Winter",2,3,0.4,2,1,0.5,0.5,0.2,0.3,1
"1305","Dc00544","HaevoSI-Summer",2,2,0.5,2,1,0.5,0.5,0.25,0.25,1
"1306","Dc01018","HaevoSI-Summer",3,1,0.75,1,0.333333333333333,0.333333333333333,0,0,0,1
"1307","Dc01661","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,2
"1308","Dc01707","HaevoSI-Summer",4,0,1,3,0.75,0.25,0.678571428571429,0.75,-0.0714285714285714,2
"1309","Dc01784","HaevoSI-Summer",4,0,1,2,0.5,0,0.535714285714286,0.75,-0.214285714285714,1
"1310","Dc02951","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,1
"1311","Dc03456","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,1
"1312","Dc03556","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,1
"1313","Dc05864","HaevoSI-Summer",3,1,0.75,3,1,0.666666666666667,0.733333333333333,0.5,0.233333333333333,2
"1314","Dc06503","HaevoSI-Summer",2,2,0.5,2,1,0.5,0.5,0.25,0.25,1
"1315","Dc07300","HaevoSI-Summer",4,0,1,3,0.75,0.5,0.607142857142857,0.25,0.357142857142857,2
"1316","Dc07937","HaevoSI-Summer",4,0,1,2,0.5,0,0.535714285714286,0.75,-0.214285714285714,2
"1317","Dc08054","HaevoSI-Summer",4,0,1,3,0.75,0.25,0.607142857142857,0.75,-0.142857142857143,2
"1318","Dc08189","HaevoSI-Summer",4,0,1,3,0.75,0.5,0.464285714285714,0.5,-0.0357142857142857,2
"1319","Dc08463","HaevoSI-Summer",4,0,1,1,0.25,0,0,0,0,1
"1320","Dc08578","HaevoSI-Summer",2,2,0.5,1,0.5,0,0,0,0,2
"1321","Dc08865","HaevoSI-Summer",4,0,1,3,0.75,0.25,0.678571428571429,0.75,-0.0714285714285714,2
"1322","Dc10003","HaevoSI-Summer",3,1,0.75,2,0.666666666666667,0.666666666666667,0.533333333333333,0,0.533333333333333,1
"1323","Dc10390","HaevoSI-Summer",4,0,1,1,0.25,0,0,0,0,1
"1324","Dc10878","HaevoSI-Summer",3,1,0.75,2,0.666666666666667,0.666666666666667,0.533333333333333,0,0.533333333333333,1
"1325","Dc10885","HaevoSI-Summer",4,0,1,3,0.75,0,0.75,0.75,0,2
"1326","Dc11203","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,2
"1327","Dc11714","HaevoSI-Summer",3,1,0.75,2,0.666666666666667,0.666666666666667,0.533333333333333,0,0.533333333333333,1
"1328","Dc13159","HaevoSI-Summer",4,0,1,2,0.5,0,0.535714285714286,0.25,0.285714285714286,2
"1329","Dc13592","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,2
"1330","Dc14022","HaevoSI-Summer",4,0,1,1,0.25,0,0,0,0,1
"1331","Dc14945","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,1
"1332","Dc16747","HaevoSI-Summer",3,1,0.75,2,0.666666666666667,0.333333333333333,0.533333333333333,0.5,0.0333333333333333,1
"1333","Dc18951","HaevoSI-Summer",4,0,1,2,0.5,0,0.535714285714286,0.75,-0.214285714285714,1
"1334","Dc20232","HaevoSI-Summer",4,0,1,1,0.25,0,0,0,0,2
"1335","Dc22883","HaevoSI-Summer",3,1,0.75,3,1,0.666666666666667,0.733333333333333,0.75,-0.0166666666666668,2
"1336","Dc22887","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,1
"1337","Dc27955","HaevoSI-Summer",2,2,0.5,1,0.5,0,0,0,0,1
"1338","Dc28124","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,1
"1339","Dc28776","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,1
"1340","Dc30071","HaevoSI-Summer",4,0,1,2,0.5,0,0.571428571428571,1,-0.428571428571429,1
"1341","Dc31007","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,1
"1342","Dc33714","HaevoSI-Summer",4,0,1,3,0.75,0.25,0.678571428571429,0.5,0.178571428571429,2
"1343","Dc33907","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,1
"1344","Dc34902","HaevoSI-Summer",4,0,1,1,0.25,0,0,0,0,1
"1345","Dc35779","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,1
"1346","Dc36571","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,1
"1347","Dc36616","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,1
"1348","Dc36767","HaevoSI-Summer",3,1,0.75,2,0.666666666666667,0.666666666666667,0.333333333333333,0.25,0.0833333333333332,2
"1349","Dc40235","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,1
"1350","Dc41234","HaevoSI-Summer",3,1,0.75,2,0.666666666666667,0.333333333333333,0.6,0.25,0.35,2
"1351","Dc46984","HaevoSI-Summer",4,0,1,3,0.75,0.25,0.678571428571429,0.25,0.428571428571429,2
"1352","Dc47572","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,2
"1353","Dc47935","HaevoSI-Summer",4,0,1,3,0.75,0.25,0.678571428571429,0.5,0.178571428571429,3
"1354","Dc48207","HaevoSI-Summer",4,0,1,1,0.25,0,0,0,0,1
"1355","Dc48950","HaevoSI-Summer",4,0,1,3,0.75,0,0.714285714285714,1,-0.285714285714286,2
"1356","Dc49080","HaevoSI-Summer",4,0,1,2,0.5,0,0.535714285714286,0.25,0.285714285714286,1
"1357","Dc49184","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,2
"1358","Dc51020","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,1
"1359","Dc52523","HaevoSI-Summer",4,0,1,3,0.75,0.5,0.464285714285714,0.25,0.214285714285714,2
"1360","Dc55481","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,1
"1361","Dc58248","HaevoSI-Summer",4,0,1,3,0.75,0.25,0.607142857142857,0.75,-0.142857142857143,2
"1362","Dc62188","HaevoSI-Summer",4,0,1,3,0.75,0,0.714285714285714,0.75,-0.0357142857142857,2
"1363","Dc67011","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,1
"1364","locus002","HaevoSI-Summer",2,2,0.5,2,1,0.5,0.5,0.25,0.25,1
"1365","locus003","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,1
"1366","locus004","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,1
"1367","locus005","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,1
"1368","locus006","HaevoSI-Summer",4,0,1,2,0.5,0,0.535714285714286,0.75,-0.214285714285714,1
"1369","locus008","HaevoSI-Summer",3,1,0.75,1,0.333333333333333,0.333333333333333,0,0,0,1
"1370","locus013","HaevoSI-Summer",4,0,1,2,0.5,0,0.535714285714286,0.75,-0.214285714285714,1
"1371","locus014","HaevoSI-Summer",4,0,1,2,0.5,0,0.571428571428571,0.5,0.0714285714285714,1
"1372","locus016","HaevoSI-Summer",2,2,0.5,1,0.5,0,0,0,0,1
"1373","locus022","HaevoSI-Summer",4,0,1,3,0.75,0.5,0.464285714285714,0.5,-0.0357142857142857,2
"1374","locus024","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,1
"1375","locus025","HaevoSI-Summer",2,2,0.5,2,1,1,0.666666666666667,0,0.666666666666667,1
"1376","locus027","HaevoSI-Summer",2,2,0.5,2,1,0.5,0.5,0.25,0.25,1
"1377","locus030","HaevoSI-Summer",4,0,1,2,0.5,0,0.535714285714286,0.75,-0.214285714285714,1
"1378","locus035","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,1
"1379","locus038","HaevoSI-Summer",4,0,1,2,0.5,0,0.535714285714286,0.25,0.285714285714286,1
"1380","locus039","HaevoSI-Summer",4,0,1,1,0.25,0,0,0,0,1
"1381","locus040","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,1
"1382","locus041","HaevoSI-Summer",3,1,0.75,2,0.666666666666667,0.333333333333333,0.533333333333333,0.5,0.0333333333333333,1
"1383","locus045","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,2
"1384","locus047","HaevoSI-Summer",4,0,1,2,0.5,0,0.571428571428571,0.5,0.0714285714285714,1
"1385","locus048","HaevoSI-Summer",4,0,1,1,0.25,0,0,0,0,1
"1386","locus053","HaevoSI-Summer",4,0,1,3,0.75,0.5,0.464285714285714,0.5,-0.0357142857142857,2
"1387","locus055","HaevoSI-Summer",4,0,1,2,0.5,0,0.535714285714286,0.25,0.285714285714286,1
"1388","locus056","HaevoSI-Summer",4,0,1,2,0.5,0,0.535714285714286,0.75,-0.214285714285714,1
"1389","locus058","HaevoSI-Summer",4,0,1,2,0.5,0,0.571428571428571,0.5,0.0714285714285714,1
"1390","locus060","HaevoSI-Summer",4,0,1,1,0.25,0,0,0,0,1
"1391","locus061","HaevoSI-Summer",2,2,0.5,2,1,0.5,0.5,0.25,0.25,2
"1392","locus062","HaevoSI-Summer",4,0,1,2,0.5,0,0.535714285714286,0.75,-0.214285714285714,1
"1393","locus064","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.428571428571429,0,0.428571428571429,1
"1394","locus065","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,1
"1395","locus073","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,1
"1396","locus074","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,1
"1397","locus076","HaevoSI-Summer",3,1,0.75,2,0.666666666666667,0.333333333333333,0.533333333333333,0.5,0.0333333333333333,1
"1398","locus077","HaevoSI-Summer",2,2,0.5,1,0.5,0,0,0,0,1
"1399","locus080","HaevoSI-Summer",2,2,0.5,2,1,0.5,0.5,0.25,0.25,1
"1400","locus083","HaevoSI-Summer",0,4,0,0,NA,NA,NA,0,NA,1
"1401","locus088","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,1
"1402","locus093","HaevoSI-Summer",2,2,0.5,1,0.5,0,0,0,0,1
"1403","locus096","HaevoSI-Summer",4,0,1,2,0.5,0.25,0.25,0.25,0,1
"1404","locus098","HaevoSI-Summer",4,0,1,2,0.5,0,0.535714285714286,0.75,-0.214285714285714,1
"1405","locus100","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,3
"1406","locus106","HaevoSI-Summer",4,0,1,2,0.5,0,0.571428571428571,0.5,0.0714285714285714,1
"1407","locus110","HaevoSI-Summer",1,3,0.25,2,2,2,1,0.25,0.75,1
"1408","locus116","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,1
"1409","locus119","HaevoSI-Summer",4,0,1,2,0.5,0,0.535714285714286,0.25,0.285714285714286,1
"1410","locus120","HaevoSI-Summer",4,0,1,2,0.5,0,0.428571428571429,0.5,-0.0714285714285715,1
"1411","locus126","HaevoSI-Summer",2,2,0.5,2,1,0.5,0.5,0.25,0.25,1
"1412","locus128","HaevoSI-Summer",3,1,0.75,2,0.666666666666667,0.666666666666667,0.333333333333333,0.25,0.0833333333333332,1
