"","Locus.1","Locus.2","p.value","std.err","switches","loci"
"2612","Dc55481","locus030",1,0,81554,"Dc55481 locus030"
"2613","Dc58248","locus030",1,0,67338,"Dc58248 locus030"
"2614","Dc62188","locus030",0.657782,0.002106,113039,"Dc62188 locus030"
"2615","Dc67011","locus030",0.659478,0.002434,112898,"Dc67011 locus030"
"2616","locus002","locus030",1,0,100043,"locus002 locus030"
"2617","locus003","locus030",0.65681,0.00208,113495,"locus003 locus030"
"2618","locus004","locus030",0.429824,0.001688,95125,"locus004 locus030"
"2619","locus005","locus030",1,0,158628,"locus005 locus030"
"2620","locus006","locus030",0.620488,0.001111,158954,"locus006 locus030"
"2621","locus008","locus030",0.03882,0.000908,130971,"locus008 locus030"
"2622","locus013","locus030",0.067484,0.001412,106046,"locus013 locus030"
"2623","locus014","locus030",0.71167,0.002109,81823,"locus014 locus030"
"2624","locus016","locus030",NA,NA,NA,"locus016 locus030"
"2625","locus022","locus030",1,0,74684,"locus022 locus030"
"2626","locus024","locus030",1,0,180694,"locus024 locus030"
"2627","locus025","locus030",0.711234,0.002269,81886,"locus025 locus030"
"2628","locus027","locus030",1,0,106257,"locus027 locus030"
"2629","Dc00544","locus035",0.143608,0.001284,159061,"Dc00544 locus035"
"2630","Dc01018","locus035",1,0,158586,"Dc01018 locus035"
"2631","Dc01661","locus035",0.573242,0.001543,166767,"Dc01661 locus035"
"2632","Dc01707","locus035",0.094682,0.000954,139053,"Dc01707 locus035"
"2633","Dc01784","locus035",0.570566,0.001403,166645,"Dc01784 locus035"
"2634","Dc02951","locus035",1,0,262681,"Dc02951 locus035"
"2635","Dc03456","locus035",0.572132,0.001508,166976,"Dc03456 locus035"
"2636","Dc03556","locus035",1,0,166380,"Dc03556 locus035"
"2637","Dc05864","locus035",0.618244,0.001288,158631,"Dc05864 locus035"
"2638","Dc06503","locus035",1,0,143144,"Dc06503 locus035"
"2639","Dc07300","locus035",0.712856,0.001682,139317,"Dc07300 locus035"
"2640","Dc07937","locus035",0.57263,0.001427,166590,"Dc07937 locus035"
"2641","Dc08054","locus035",0.430714,0.001092,190914,"Dc08054 locus035"
"2642","Dc08189","locus035",0.42875,0.000799,214163,"Dc08189 locus035"
"2643","Dc08463","locus035",1,0,142715,"Dc08463 locus035"
"2644","Dc08578","locus035",0.71308,0.001653,138645,"Dc08578 locus035"
"2645","Dc08865","locus035",0.712216,0.001544,139244,"Dc08865 locus035"
"2646","Dc10003","locus035",NA,NA,NA,"Dc10003 locus035"
"2647","Dc10390","locus035",1,0,262383,"Dc10390 locus035"
"2648","Dc10878","locus035",0.048428,0.000708,135306,"Dc10878 locus035"
"2649","Dc10885","locus035",1,0,128524,"Dc10885 locus035"
"2650","Dc11203","locus035",1,0,261047,"Dc11203 locus035"
"2651","Dc11714","locus035",0.142774,0.001364,158530,"Dc11714 locus035"
"2652","Dc13159","locus035",0.715068,0.001828,138726,"Dc13159 locus035"
"2653","Dc13592","locus035",1,0,131267,"Dc13592 locus035"
"2654","Dc14022","locus035",1,0,143248,"Dc14022 locus035"
"2655","Dc14945","locus035",NA,NA,NA,"Dc14945 locus035"
"2656","Dc16747","locus035",1,0,214551,"Dc16747 locus035"
"2657","Dc18951","locus035",1,0,213777,"Dc18951 locus035"
"2658","Dc20232","locus035",1,0,142966,"Dc20232 locus035"
"2659","Dc22883","locus035",1,0,128379,"Dc22883 locus035"
"2660","Dc22887","locus035",0.524292,0.000705,261836,"Dc22887 locus035"
"2661","Dc27955","locus035",0.573144,0.001438,166893,"Dc27955 locus035"
"2662","Dc28124","locus035",1,0,141740,"Dc28124 locus035"
"2663","Dc28776","locus035",0.6183,0.001293,158345,"Dc28776 locus035"
"2664","Dc30071","locus035",0.522622,0.001699,135004,"Dc30071 locus035"
"2665","Dc31007","locus035",NA,NA,NA,"Dc31007 locus035"
"2666","Dc33714","locus035",1,0,165876,"Dc33714 locus035"
"2667","Dc33907","locus035",1,0,214067,"Dc33907 locus035"
"2668","Dc34902","locus035",0.524238,0.001466,135180,"Dc34902 locus035"
"2669","Dc35779","locus035",0.143124,0.00075,214297,"Dc35779 locus035"
"2670","Dc36571","locus035",0.524192,0.000565,262064,"Dc36571 locus035"
"2671","Dc36616","locus035",1,0,142726,"Dc36616 locus035"
"2672","Dc36767","locus035",0.715946,0.001691,139379,"Dc36767 locus035"
"2673","Dc40235","locus035",1,0,142715,"Dc40235 locus035"
"2674","Dc41234","locus035",0.809968,0.001527,125954,"Dc41234 locus035"
"2675","Dc46984","locus035",0.71379,0.001722,131198,"Dc46984 locus035"
"2676","Dc47572","locus035",1,0,158224,"Dc47572 locus035"
"2677","Dc47935","locus035",0.09566,0.001011,138996,"Dc47935 locus035"
"2678","Dc48207","locus035",NA,NA,NA,"Dc48207 locus035"
"2679","Dc48950","locus035",1,0,128085,"Dc48950 locus035"
"2680","Dc49080","locus035",0.426848,0.001324,190443,"Dc49080 locus035"
"2681","Dc49184","locus035",1,0,134792,"Dc49184 locus035"
"2682","Dc51020","locus035",1,0,214334,"Dc51020 locus035"
"2683","Dc52523","locus035",0.714572,0.001546,138369,"Dc52523 locus035"
"2684","Dc55481","locus035",1,0,134560,"Dc55481 locus035"
"2685","Dc58248","locus035",1,0,128612,"Dc58248 locus035"
"2686","Dc62188","locus035",0.569998,0.00147,166430,"Dc62188 locus035"
"2687","Dc67011","locus035",0.57039,0.001417,166214,"Dc67011 locus035"
"2688","locus002","locus035",1,0,199975,"locus002 locus035"
"2689","locus003","locus035",0.569894,0.001465,166113,"locus003 locus035"
"2690","locus004","locus035",1,0,143240,"locus004 locus035"
"2691","locus005","locus035",1,0,262004,"locus005 locus035"
"2692","locus006","locus035",1,0,262006,"locus006 locus035"
"2693","locus008","locus035",0.096576,0.000883,190349,"locus008 locus035"
"2694","locus013","locus035",0.618328,0.0013,158279,"locus013 locus035"
"2695","locus014","locus035",1,0,134673,"locus014 locus035"
"2696","locus016","locus035",NA,NA,NA,"locus016 locus035"
"2697","locus022","locus035",0.714042,0.001733,131816,"locus022 locus035"
"2698","locus024","locus035",1,0,214487,"locus024 locus035"
"2699","locus025","locus035",1,0,134649,"locus025 locus035"
"2700","locus027","locus035",1,0,158455,"locus027 locus035"
"2701","locus030","locus035",0.333344,0.001407,158899,"locus030 locus035"
"2702","Dc00544","locus038",1,0,112320,"Dc00544 locus038"
"2703","Dc01018","locus038",0.11525,0.001251,112820,"Dc01018 locus038"
"2704","Dc01661","locus038",0.488874,0.001879,119540,"Dc01661 locus038"
"2705","Dc01707","locus038",1,0,92184,"Dc01707 locus038"
"2706","Dc01784","locus038",1,0,120088,"Dc01784 locus038"
"2707","Dc02951","locus038",1,0,166171,"Dc02951 locus038"
"2708","Dc03456","locus038",0.483254,0.002078,120023,"Dc03456 locus038"
"2709","Dc03556","locus038",0.487424,0.001994,119750,"Dc03556 locus038"
"2710","Dc05864","locus038",1,0,112580,"Dc05864 locus038"
"2711","Dc06503","locus038",1,0,118968,"Dc06503 locus038"
"2712","Dc07300","locus038",1,0,93150,"Dc07300 locus038"
"2713","Dc07937","locus038",1,0,120255,"Dc07937 locus038"
"2714","Dc08054","locus038",0.826638,0.001556,134632,"Dc08054 locus038"
"2715","Dc08189","locus038",1,0,204477,"Dc08189 locus038"
"2716","Dc08463","locus038",1,0,118849,"Dc08463 locus038"
"2717","Dc08578","locus038",0.825084,0.002113,92560,"Dc08578 locus038"
"2718","Dc08865","locus038",0.826728,0.002168,92697,"Dc08865 locus038"
"2719","Dc10003","locus038",NA,NA,NA,"Dc10003 locus038"
"2720","Dc10390","locus038",1,0,166865,"Dc10390 locus038"
"2721","Dc10878","locus038",1,0,91102,"Dc10878 locus038"
"2722","Dc10885","locus038",0.74128,0.003034,73772,"Dc10885 locus038"
"2723","Dc11203","locus038",0.568606,0.001255,166836,"Dc11203 locus038"
"2724","Dc11714","locus038",1,0,112886,"Dc11714 locus038"
"2725","Dc13159","locus038",0.231282,0.002363,92879,"Dc13159 locus038"
"2726","Dc13592","locus038",1,0,82095,"Dc13592 locus038"
"2727","Dc14022","locus038",1,0,119387,"Dc14022 locus038"
"2728","Dc14945","locus038",NA,NA,NA,"Dc14945 locus038"
"2729","Dc16747","locus038",1,0,204488,"Dc16747 locus038"
"2730","Dc18951","locus038",1,0,204601,"Dc18951 locus038"
"2731","Dc20232","locus038",1,0,119095,"Dc20232 locus038"
"2732","Dc22883","locus038",0.056338,0.001571,73970,"Dc22883 locus038"
"2733","Dc22887","locus038",0.571006,0.001525,167062,"Dc22887 locus038"
"2734","Dc27955","locus038",0.485086,0.001965,120432,"Dc27955 locus038"
"2735","Dc28124","locus038",1,0,118584,"Dc28124 locus038"
"2736","Dc28776","locus038",0.655136,0.002157,112635,"Dc28776 locus038"
"2737","Dc30071","locus038",0.56968,0.001963,91097,"Dc30071 locus038"
"2738","Dc31007","locus038",NA,NA,NA,"Dc31007 locus038"
"2739","Dc33714","locus038",0.485968,0.001827,120753,"Dc33714 locus038"
"2740","Dc33907","locus038",1,0,205073,"Dc33907 locus038"
"2741","Dc34902","locus038",0.571514,0.001939,90159,"Dc34902 locus038"
"2742","Dc35779","locus038",1,0,204925,"Dc35779 locus038"
"2743","Dc36571","locus038",0.571276,0.001414,166444,"Dc36571 locus038"
"2744","Dc36616","locus038",1,0,118754,"Dc36616 locus038"
"2745","Dc36767","locus038",0.829144,0.002023,92278,"Dc36767 locus038"
"2746","Dc40235","locus038",1,0,118859,"Dc40235 locus038"
"2747","Dc41234","locus038",0.479266,0.003039,78726,"Dc41234 locus038"
"2748","Dc46984","locus038",0.231174,0.002742,81939,"Dc46984 locus038"
"2749","Dc47572","locus038",0.23175,0.001927,112420,"Dc47572 locus038"
"2750","Dc47935","locus038",1,0,92165,"Dc47935 locus038"
"2751","Dc48207","locus038",NA,NA,NA,"Dc48207 locus038"
"2752","Dc48950","locus038",0.744942,0.003124,73947,"Dc48950 locus038"
"2753","Dc49080","locus038",0.486988,0.001864,134680,"Dc49080 locus038"
"2754","Dc49184","locus038",0.57317,0.002315,90995,"Dc49184 locus038"
"2755","Dc51020","locus038",1,0,205136,"Dc51020 locus038"
"2756","Dc52523","locus038",0.828518,0.002067,92400,"Dc52523 locus038"
"2757","Dc55481","locus038",0.566492,0.001969,90921,"Dc55481 locus038"
"2758","Dc58248","locus038",0.745778,0.003149,74084,"Dc58248 locus038"
"2759","Dc62188","locus038",1,0,120914,"Dc62188 locus038"
"2760","Dc67011","locus038",1,0,120525,"Dc67011 locus038"
"2761","locus002","locus038",0.20053,0.001226,133153,"locus002 locus038"
"2762","locus003","locus038",1,0,120373,"locus003 locus038"
"2763","locus004","locus038",1,0,119113,"locus004 locus038"
"2764","locus005","locus038",1,0,165998,"locus005 locus038"
"2765","locus006","locus038",0.570692,0.00129,166377,"locus006 locus038"
"2766","locus008","locus038",0.484052,0.001832,134787,"locus008 locus038"
"2767","locus013","locus038",0.112082,0.001497,112657,"locus013 locus038"
"2768","locus014","locus038",0.284806,0.00198,91222,"locus014 locus038"
"2769","locus016","locus038",NA,NA,NA,"locus016 locus038"
"2770","locus022","locus038",0.229924,0.003189,82257,"locus022 locus038"
"2771","locus024","locus038",1,0,204854,"locus024 locus038"
"2772","locus025","locus038",0.282604,0.002188,91532,"locus025 locus038"
"2773","locus027","locus038",1,0,112402,"locus027 locus038"
"2774","locus030","locus038",0.112752,0.001366,112763,"locus030 locus038"
"2775","locus035","locus038",1,0,166942,"locus035 locus038"
"2776","Dc00544","locus039",0.334538,0.001428,158229,"Dc00544 locus039"
"2777","Dc01018","locus039",1,0,158871,"Dc01018 locus039"
"2778","Dc01661","locus039",0.569504,0.001249,166839,"Dc01661 locus039"
"2779","Dc01707","locus039",0.714594,0.001558,139008,"Dc01707 locus039"
"2780","Dc01784","locus039",0.570208,0.001649,166113,"Dc01784 locus039"
"2781","Dc02951","locus039",1,0,261644,"Dc02951 locus039"
"2782","Dc03456","locus039",1,0,166868,"Dc03456 locus039"
"2783","Dc03556","locus039",0.569308,0.001271,166521,"Dc03556 locus039"
"2784","Dc05864","locus039",0.334718,0.001287,158941,"Dc05864 locus039"
"2785","Dc06503","locus039",0.284546,0.000924,143062,"Dc06503 locus039"
"2786","Dc07300","locus039",1,0,138710,"Dc07300 locus039"
"2787","Dc07937","locus039",1,0,166684,"Dc07937 locus039"
"2788","Dc08054","locus039",1,0,190202,"Dc08054 locus039"
"2789","Dc08189","locus039",0.42783,0.000839,214046,"Dc08189 locus039"
"2790","Dc08463","locus039",0.287258,0.000836,143109,"Dc08463 locus039"
"2791","Dc08578","locus039",1,0,139005,"Dc08578 locus039"
"2792","Dc08865","locus039",1,0,138121,"Dc08865 locus039"
"2793","Dc10003","locus039",NA,NA,NA,"Dc10003 locus039"
"2794","Dc10390","locus039",0.523516,0.000795,261193,"Dc10390 locus039"
"2795","Dc10878","locus039",0.524288,0.001586,134780,"Dc10878 locus039"
"2796","Dc10885","locus039",0.286532,0.002327,128731,"Dc10885 locus039"
"2797","Dc11203","locus039",1,0,261594,"Dc11203 locus039"
"2798","Dc11714","locus039",0.047486,0.000681,157623,"Dc11714 locus039"
"2799","Dc13159","locus039",1,0,138695,"Dc13159 locus039"
"2800","Dc13592","locus039",0.716182,0.001788,130648,"Dc13592 locus039"
"2801","Dc14022","locus039",0.286272,0.000869,142634,"Dc14022 locus039"
"2802","Dc14945","locus039",NA,NA,NA,"Dc14945 locus039"
"2803","Dc16747","locus039",1,0,214417,"Dc16747 locus039"
"2804","Dc18951","locus039",0.429352,0.000786,214166,"Dc18951 locus039"
"2805","Dc20232","locus039",1,0,142936,"Dc20232 locus039"
"2806","Dc22883","locus039",1,0,128513,"Dc22883 locus039"
"2807","Dc22887","locus039",0.523416,0.000701,262292,"Dc22887 locus039"
"2808","Dc27955","locus039",1,0,167105,"Dc27955 locus039"
"2809","Dc28124","locus039",0.283478,0.000869,142272,"Dc28124 locus039"
"2810","Dc28776","locus039",1,0,158473,"Dc28776 locus039"
"2811","Dc30071","locus039",0.523686,0.001747,135008,"Dc30071 locus039"
"2812","Dc31007","locus039",NA,NA,NA,"Dc31007 locus039"
"2813","Dc33714","locus039",0.570808,0.001238,166649,"Dc33714 locus039"
"2814","Dc33907","locus039",0.427628,0.000802,214302,"Dc33907 locus039"
"2815","Dc34902","locus039",0.526318,0.001759,135385,"Dc34902 locus039"
"2816","Dc35779","locus039",1,0,214094,"Dc35779 locus039"
"2817","Dc36571","locus039",0.524508,0.000683,261649,"Dc36571 locus039"
"2818","Dc36616","locus039",1,0,142568,"Dc36616 locus039"
"2819","Dc36767","locus039",1,0,138184,"Dc36767 locus039"
"2820","Dc40235","locus039",1,0,142870,"Dc40235 locus039"
"2821","Dc41234","locus039",0.805028,0.001686,126168,"Dc41234 locus039"
"2822","Dc46984","locus039",0.714258,0.002023,130609,"Dc46984 locus039"
"2823","Dc47572","locus039",0.33382,0.001424,158183,"Dc47572 locus039"
"2824","Dc47935","locus039",0.285548,0.002029,138723,"Dc47935 locus039"
"2825","Dc48207","locus039",NA,NA,NA,"Dc48207 locus039"
"2826","Dc48950","locus039",1,0,128389,"Dc48950 locus039"
"2827","Dc49080","locus039",0.426862,0.001162,191168,"Dc49080 locus039"
"2828","Dc49184","locus039",0.524216,0.001627,135360,"Dc49184 locus039"
"2829","Dc51020","locus039",0.143626,0.000907,214334,"Dc51020 locus039"
"2830","Dc52523","locus039",0.7166,0.001561,138832,"Dc52523 locus039"
"2831","Dc55481","locus039",0.522566,0.001525,134964,"Dc55481 locus039"
"2832","Dc58248","locus039",1,0,129118,"Dc58248 locus039"
"2833","Dc62188","locus039",0.5709,0.001373,166369,"Dc62188 locus039"
"2834","Dc67011","locus039",0.57014,0.001393,166506,"Dc67011 locus039"
"2835","locus002","locus039",1,0,99932,"locus002 locus039"
"2836","locus003","locus039",0.570452,0.001374,166433,"locus003 locus039"
"2837","locus004","locus039",1,0,142899,"locus004 locus039"
"2838","locus005","locus039",0.524576,0.000683,261931,"locus005 locus039"
"2839","locus006","locus039",0.524014,0.000671,261859,"locus006 locus039"
"2840","locus008","locus039",1,0,190737,"locus008 locus039"
"2841","locus013","locus039",0.6214,0.001395,158660,"locus013 locus039"
"2842","locus014","locus039",1,0,134940,"locus014 locus039"
"2843","locus016","locus039",NA,NA,NA,"locus016 locus039"
"2844","locus022","locus039",0.714774,0.001793,130534,"locus022 locus039"
"2845","locus024","locus039",0.427888,0.000735,214503,"locus024 locus039"
"2846","locus025","locus039",1,0,135149,"locus025 locus039"
"2847","locus027","locus039",0.33413,0.001386,159569,"locus027 locus039"
"2848","locus030","locus039",0.33285,0.00128,158282,"locus030 locus039"
"2849","locus035","locus039",1,0,262798,"locus035 locus039"
"2850","locus038","locus039",1,0,165657,"locus038 locus039"
"2851","Dc00544","locus040",0.14459,0.001268,158359,"Dc00544 locus040"
"2852","Dc01018","locus040",1,0,159328,"Dc01018 locus040"
"2853","Dc01661","locus040",1,0,167464,"Dc01661 locus040"
"2854","Dc01707","locus040",0.283742,0.001954,139345,"Dc01707 locus040"
"2855","Dc01784","locus040",0.57297,0.001474,166729,"Dc01784 locus040"
"2856","Dc02951","locus040",1,0,262242,"Dc02951 locus040"
"2857","Dc03456","locus040",0.570588,0.001487,166616,"Dc03456 locus040"
"2858","Dc03556","locus040",0.573052,0.001338,166865,"Dc03556 locus040"
"2859","Dc05864","locus040",1,0,159147,"Dc05864 locus040"
"2860","Dc06503","locus040",1,0,142654,"Dc06503 locus040"
"2861","Dc07300","locus040",0.71475,0.001614,138965,"Dc07300 locus040"
"2862","Dc07937","locus040",1,0,166614,"Dc07937 locus040"
"2863","Dc08054","locus040",1,0,190494,"Dc08054 locus040"
"2864","Dc08189","locus040",1,0,213720,"Dc08189 locus040"
"2865","Dc08463","locus040",1,0,142732,"Dc08463 locus040"
"2866","Dc08578","locus040",0.716704,0.001533,138862,"Dc08578 locus040"
"2867","Dc08865","locus040",0.713852,0.001574,138734,"Dc08865 locus040"
"2868","Dc10003","locus040",NA,NA,NA,"Dc10003 locus040"
"2869","Dc10390","locus040",0.523584,0.000726,261581,"Dc10390 locus040"
"2870","Dc10878","locus040",0.522974,0.001645,135112,"Dc10878 locus040"
"2871","Dc10885","locus040",0.287038,0.00268,128220,"Dc10885 locus040"
"2872","Dc11203","locus040",0.047738,0.000564,261797,"Dc11203 locus040"
"2873","Dc11714","locus040",1,0,158991,"Dc11714 locus040"
"2874","Dc13159","locus040",0.714088,0.001646,138615,"Dc13159 locus040"
"2875","Dc13592","locus040",1,0,130879,"Dc13592 locus040"
"2876","Dc14022","locus040",1,0,142155,"Dc14022 locus040"
"2877","Dc14945","locus040",NA,NA,NA,"Dc14945 locus040"
"2878","Dc16747","locus040",0.142758,0.000807,214565,"Dc16747 locus040"
"2879","Dc18951","locus040",0.427672,0.00084,214595,"Dc18951 locus040"
"2880","Dc20232","locus040",1,0,142992,"Dc20232 locus040"
"2881","Dc22883","locus040",1,0,128490,"Dc22883 locus040"
"2882","Dc22887","locus040",0.525536,0.000681,261880,"Dc22887 locus040"
"2883","Dc27955","locus040",0.571614,0.001428,165801,"Dc27955 locus040"
"2884","Dc28124","locus040",1,0,142256,"Dc28124 locus040"
"2885","Dc28776","locus040",1,0,158464,"Dc28776 locus040"
"2886","Dc30071","locus040",0.0482,0.000718,135703,"Dc30071 locus040"
"2887","Dc31007","locus040",NA,NA,NA,"Dc31007 locus040"
"2888","Dc33714","locus040",1,0,166173,"Dc33714 locus040"
"2889","Dc33907","locus040",0.428492,0.000804,214606,"Dc33907 locus040"
"2890","Dc34902","locus040",1,0,134749,"Dc34902 locus040"
"2891","Dc35779","locus040",1,0,214655,"Dc35779 locus040"
"2892","Dc36571","locus040",0.524004,0.000684,262301,"Dc36571 locus040"
"2893","Dc36616","locus040",0.286592,0.000797,143402,"Dc36616 locus040"
"2894","Dc36767","locus040",0.716282,0.001499,138417,"Dc36767 locus040"
"2895","Dc40235","locus040",0.285334,0.000981,142422,"Dc40235 locus040"
"2896","Dc41234","locus040",0.23919,0.001552,126046,"Dc41234 locus040"
"2897","Dc46984","locus040",0.144046,0.001556,131315,"Dc46984 locus040"
"2898","Dc47572","locus040",0.62229,0.001223,159240,"Dc47572 locus040"
"2899","Dc47935","locus040",0.289512,0.00176,138638,"Dc47935 locus040"
"2900","Dc48207","locus040",NA,NA,NA,"Dc48207 locus040"
"2901","Dc48950","locus040",1,0,128015,"Dc48950 locus040"
"2902","Dc49080","locus040",1,0,190489,"Dc49080 locus040"
"2903","Dc49184","locus040",1,0,134702,"Dc49184 locus040"
"2904","Dc51020","locus040",1,0,214152,"Dc51020 locus040"
"2905","Dc52523","locus040",0.2859,0.001974,138350,"Dc52523 locus040"
"2906","Dc55481","locus040",1,0,134726,"Dc55481 locus040"
"2907","Dc58248","locus040",1,0,128367,"Dc58248 locus040"
"2908","Dc62188","locus040",0.574084,0.001391,167335,"Dc62188 locus040"
"2909","Dc67011","locus040",0.571872,0.001583,166646,"Dc67011 locus040"
"2910","locus002","locus040",1,0,100238,"locus002 locus040"
"2911","locus003","locus040",0.572956,0.001497,166550,"locus003 locus040"
"2912","locus004","locus040",1,0,143378,"locus004 locus040"
"2913","locus005","locus040",0.524076,0.000762,262024,"locus005 locus040"
"2914","locus006","locus040",0.52453,0.000768,261649,"locus006 locus040"
"2915","locus008","locus040",0.428198,0.001232,190185,"locus008 locus040"
"2916","locus013","locus040",1,0,158878,"locus013 locus040"
"2917","locus014","locus040",1,0,134698,"locus014 locus040"
"2918","locus016","locus040",NA,NA,NA,"locus016 locus040"
"2919","locus022","locus040",1,0,131275,"locus022 locus040"
"2920","locus024","locus040",1,0,214130,"locus024 locus040"
"2921","locus025","locus040",1,0,135201,"locus025 locus040"
